Identifier	Name	Type	Category
ENSG00000023330	ALAS1	Gene	
ENSG00000023572	GLRX2	Gene	
ENSG00000170175	CHRNB1	Gene	
ENSG00000005469	CROT	Gene	
ENSG00000132693	CRP	Gene	
ENSG00000007402	CACNA2D2	Gene	
ENSG00000172115	CYCS	Gene	
ENSG00000130035	GALNT8	Gene	
ENSG00000197408	CYP2B6	Gene	
ENSG00000079385	CEACAM1	Gene	
ENSG00000101958	GLRA2	Gene	
ENSG00000147955	SIGMAR1	Gene	
ENSG00000057593	F7	Gene	
ENSG00000082556	OPRK1	Gene	
ENSG00000117054	ACADM	Gene	
ENSG00000183010	PYCR1	Gene	
ENSG00000123505	AMD1	Gene	
ENSG00000123983	ACSL3	Gene	
ENSG00000184588	PDE4B	Gene	
ENSG00000163406	SLC15A2	Gene	
ENSG00000203747	FCGR3A	Gene	
ENSG00000173692	PSMD1	Gene	
ENSG00000134640	MTNR1B	Gene	
ENSG00000198734	F5	Gene	
ENSG00000181072	CHRM2	Gene	
ENSG00000196557	CACNA1H	Gene	
ENSG00000130287	NCAN	Gene	
ENSG00000143105	KCNA10	Gene	
ENSG00000124608	AARS2	Gene	
ENSG00000121578	B4GALT4	Gene	
ENSG00000142494	SLC47A1	Gene	
ENSG00000226634	DDAH2	Gene	
ENSG00000271447	MMP28	Gene	
ENSG00000254087	LYN	Gene	
ENSG00000186510	CLCNKA	Gene	
ENSG00000108576	SLC6A4	Gene	
ENSG00000106397	PLOD3	Gene	
ENSG00000164742	ADCY1	Gene	
ENSG00000122420	PTGFR	Gene	
ENSG00000170190	SLC16A5	Gene	
ENSG00000236443	PSMB8	Gene	
ENSG00000156885	COX6A2	Gene	
ENSG00000132437	DDC	Gene	
ENSG00000110203	FOLR3	Gene	
ENSG00000094755	GABRP	Gene	
ENSG00000173221	GLRX	Gene	
ENSG00000111537	IFNG	Gene	
ENSG00000154229	PRKCA	Gene	
ENSG00000134853	PDGFRA	Gene	
ENSG00000176974	SHMT1	Gene	
ENSG00000135940	COX5B	Gene	
ENSG00000244067	GSTA2	Gene	
ENSG00000120457	KCNJ5	Gene	
ENSG00000060982	BCAT1	Gene	
ENSG00000162572	SCNN1D	Gene	
ENSG00000001084	GCLC	Gene	
ENSG00000100644	HIF1A	Gene	
ENSG00000227739	TUBB	Gene	
ENSG00000165841	CYP2C19	Gene	
ENSG00000011376	LARS2	Gene	
ENSG00000090382	LYZ	Gene	
ENSG00000171051	FPR1	Gene	
ENSG00000150093	ITGB1	Gene	
ENSG00000171298	GAA	Gene	
ENSG00000198754	OXCT2	Gene	
ENSG00000175899	A2M	Gene	
ENSG00000141385	AFG3L2	Gene	
ENSG00000281459	PADI1	Gene	
ENSG00000227746	C4A	Gene	
ENSG00000183023	SLC8A1	Gene	
ENSG00000144891	AGTR1	Gene	
ENSG00000145982	FARS2	Gene	
ENSG00000122884	P4HA1	Gene	
ENSG00000143322	ABL2	Gene	
ENSG00000237541	HLA-DQA2	Gene	
ENSG00000130234	ACE2	Gene	
ENSG00000215522	DDR1	Gene	
ENSG00000106128	GHRHR	Gene	
ENSG00000213585	VDAC1	Gene	
ENSG00000198785	GRIN3A	Gene	
ENSG00000236625	C4B	Gene	
ENSG00000177606	JUN	Gene	
ENSG00000196126	HLA-DRB1	Gene	
ENSG00000244005	NFS1	Gene	
ENSG00000133742	CA1	Gene	
ENSG00000118596	SLC16A7	Gene	
ENSG00000005421	PON1	Gene	
ENSG00000118113	MMP8	Gene	
ENSG00000175426	PCSK1	Gene	
ENSG00000223793	HLA-DQA2	Gene	
ENSG00000101916	TLR8	Gene	
ENSG00000140287	HDC	Gene	
ENSG00000117013	KCNQ4	Gene	
ENSG00000184381	PLA2G6	Gene	
ENSG00000140043	PTGR2	Gene	
ENSG00000185231	MC2R	Gene	
ENSG00000144407	PTH2R	Gene	
ENSG00000100823	APEX1	Gene	
ENSG00000083444	PLOD1	Gene	
ENSG00000084774	CAD	Gene	
ENSG00000160179	ABCG1	Gene	
ENSG00000067191	CACNB1	Gene	
ENSG00000145730	PAM	Gene	
ENSG00000213341	CHUK	Gene	
ENSG00000110619	CARS	Gene	
ENSG00000108786	HSD17B1	Gene	
ENSG00000166710	B2M	Gene	
ENSG00000106366	SERPINE1	Gene	
ENSG00000108784	NAGLU	Gene	
ENSG00000130005	GAMT	Gene	
ENSG00000196591	HDAC2	Gene	
ENSG00000174343	CHRNA9	Gene	
ENSG00000111700	SLCO1B3	Gene	
ENSG00000196352	CD55	Gene	
ENSG00000081248	CACNA1S	Gene	
ENSG00000197448	GSTK1	Gene	
ENSG00000197208	SLC22A4	Gene	
ENSG00000116157	GPX7	Gene	
ENSG00000163453	IGFBP7	Gene	
ENSG00000139053	PDE6H	Gene	
ENSG00000183044	ABAT	Gene	
ENSG00000117480	FAAH	Gene	
ENSG00000015520	NPC1L1	Gene	
ENSG00000164305	CASP3	Gene	
ENSG00000165637	VDAC2	Gene	
ENSG00000182199	SHMT2	Gene	
ENSG00000168906	MAT2A	Gene	
ENSG00000183048	SLC25A10	Gene	
ENSG00000166963	MAP1A	Gene	
ENSG00000122861	PLAU	Gene	
ENSG00000162368	CMPK1	Gene	
ENSG00000013588	GPRC5A	Gene	
ENSG00000155511	GRIA1	Gene	
ENSG00000135902	CHRND	Gene	
ENSG00000132639	SNAP25	Gene	
ENSG00000110887	DAO	Gene	
ENSG00000173020	ADRBK1	Gene	
ENSG00000110881	ASIC1	Gene	
ENSG00000175445	LPL	Gene	
ENSG00000177628	GBA	Gene	
ENSG00000081479	LRP2	Gene	
ENSG00000184160	ADRA2C	Gene	
ENSG00000223572	CKMT1A	Gene	
ENSG00000161281	COX7A1	Gene	
ENSG00000163221	S100A12	Gene	
ENSG00000078061	ARAF	Gene	
ENSG00000163464	CXCR1	Gene	
ENSG00000120659	TNFSF11	Gene	
ENSG00000185010	F8	Gene	
ENSG00000036473	OTC	Gene	
ENSG00000120899	PTK2B	Gene	
ENSG00000185015	CA13	Gene	
ENSG00000108561	C1QBP	Gene	
ENSG00000166736	HTR3A	Gene	
ENSG00000142208	AKT1	Gene	
ENSG00000096968	JAK2	Gene	
ENSG00000165646	SLC18A2	Gene	
ENSG00000074935	TUBE1	Gene	
ENSG00000111725	PRKAB1	Gene	
ENSG00000134824	FADS2	Gene	
ENSG00000108556	CHRNE	Gene	
ENSG00000171094	ALK	Gene	
ENSG00000135917	SLC19A3	Gene	
ENSG00000134827	TCN1	Gene	
ENSG00000198793	MTOR	Gene	
ENSG00000165409	TSHR	Gene	
ENSG00000213316	LTC4S	Gene	
ENSG00000135914	HTR2B	Gene	
ENSG00000178726	THBD	Gene	
ENSG00000131791	PRKAB2	Gene	
ENSG00000196139	AKR1C3	Gene	
ENSG00000133731	IMPA1	Gene	
ENSG00000166741	NNMT	Gene	
ENSG00000078070	MCCC1	Gene	
ENSG00000187664	HAPLN4	Gene	
ENSG00000105281	SLC1A5	Gene	
ENSG00000257335	MGAM	Gene	
ENSG00000184156	KCNQ3	Gene	
ENSG00000168925	CTRB1	Gene	
ENSG00000166501	PRKCB	Gene	
ENSG00000144852	NR1I2	Gene	
ENSG00000164326	CARTPT	Gene	
ENSG00000255398	HCAR3	Gene	
ENSG00000105355	PLIN3	Gene	
ENSG00000104267	CA2	Gene	
ENSG00000206172	HBA1	Gene	
ENSG00000151012	SLC7A11	Gene	
ENSG00000103174	NAGPA	Gene	
ENSG00000106688	SLC1A1	Gene	
ENSG00000175344	CHRNA7	Gene	
ENSG00000107537	PHYH	Gene	
ENSG00000197375	SLC22A5	Gene	
ENSG00000198223	CSF2RA	Gene	
ENSG00000151498	ACAD8	Gene	
ENSG00000088926	F11	Gene	
ENSG00000118432	CNR1	Gene	
ENSG00000243594	PSMB9	Gene	
ENSG00000138039	LHCGR	Gene	
ENSG00000167720	SRR	Gene	
ENSG00000085662	AKR1B1	Gene	
ENSG00000143878	RHOB	Gene	
ENSG00000059377	TBXAS1	Gene	
ENSG00000164692	COL1A2	Gene	
ENSG00000233312	C4B_2	Gene	
ENSG00000106683	LIMK1	Gene	
ENSG00000167723	TRPV3	Gene	
ENSG00000126067	PSMB2	Gene	
ENSG00000175591	P2RY2	Gene	
ENSG00000132744	ACY3	Gene	
ENSG00000197122	SRC	Gene	
ENSG00000099810	MTAP	Gene	
ENSG00000198457	CYP21A2	Gene	
ENSG00000003436	TFPI	Gene	
ENSG00000116478	HDAC1	Gene	
ENSG00000152578	GRIA4	Gene	
ENSG00000114054	PCCB	Gene	
ENSG00000038427	VCAN	Gene	
ENSG00000119535	CSF3R	Gene	
ENSG00000137193	PIM1	Gene	
ENSG00000143627	PKLR	Gene	
ENSG00000185386	MAPK11	Gene	
ENSG00000280549	PADI3	Gene	
ENSG00000139131	YARS2	Gene	
ENSG00000185149	NPY2R	Gene	
ENSG00000131620	ANO1	Gene	
ENSG00000111816	FRK	Gene	
ENSG00000177301	KCNA2	Gene	
ENSG00000109738	GLRB	Gene	
ENSG00000040531	CTNS	Gene	
ENSG00000005844	ITGAL	Gene	
ENSG00000117118	SDHB	Gene	
ENSG00000206395	DDAH2	Gene	
ENSG00000117115	PADI2	Gene	
ENSG00000063854	HAGH	Gene	
ENSG00000168830	HTR1E	Gene	
ENSG00000117594	HSD11B1	Gene	
ENSG00000117593	DARS2	Gene	
ENSG00000143858	SYT2	Gene	
ENSG00000115170	ACVR1	Gene	
ENSG00000140105	WARS	Gene	
ENSG00000167748	KLK1	Gene	
ENSG00000275176	ACACA	Gene	
ENSG00000180720	CHRM4	Gene	
ENSG00000108878	CACNG1	Gene	
ENSG00000093010	COMT	Gene	
ENSG00000257770	GPX5	Gene	
ENSG00000068078	FGFR3	Gene	
ENSG00000173198	CYSLTR1	Gene	
ENSG00000134905	CARS2	Gene	
ENSG00000220205	VAMP2	Gene	
ENSG00000148053	NTRK2	Gene	
ENSG00000159189	C1QC	Gene	
ENSG00000143839	REN	Gene	
ENSG00000072571	HMMR	Gene	
ENSG00000154975	CA10	Gene	
ENSG00000100906	NFKBIA	Gene	
ENSG00000151224	MAT1A	Gene	
ENSG00000167996	FTH1	Gene	
ENSG00000143603	KCNN3	Gene	
ENSG00000085871	MGST2	Gene	
ENSG00000163394	CCKAR	Gene	
ENSG00000163399	ATP1A1	Gene	
ENSG00000073417	PDE8A	Gene	
ENSG00000129521	EGLN3	Gene	
ENSG00000108821	COL1A1	Gene	
ENSG00000131844	MCCC2	Gene	
ENSG00000099624	ATP5D	Gene	
ENSG00000015592	STMN4	Gene	
ENSG00000120949	TNFRSF8	Gene	
ENSG00000075651	PLD1	Gene	
ENSG00000139567	ACVRL1	Gene	
ENSG00000115594	IL1R1	Gene	
ENSG00000115353	TACR1	Gene	
ENSG00000115350	POLE4	Gene	
ENSG00000166670	MMP10	Gene	
ENSG00000234846	NEU1	Gene	
ENSG00000223952	TNF	Gene	
ENSG00000187134	AKR1C1	Gene	
ENSG00000277571	ELANE	Gene	
ENSG00000188229	TUBB4B	Gene	
ENSG00000223957	NEU1	Gene	
ENSG00000232421	TUBB	Gene	
ENSG00000125166	GOT2	Gene	
ENSG00000169704	GP9	Gene	
ENSG00000102287	GABRE	Gene	
ENSG00000165349	SLC7A3	Gene	
ENSG00000105552	BCAT2	Gene	
ENSG00000104695	PPP2CB	Gene	
ENSG00000102032	RENBP	Gene	
ENSG00000177575	CD163	Gene	
ENSG00000150594	ADRA2A	Gene	
ENSG00000101180	HRH3	Gene	
ENSG00000065621	GSTO2	Gene	
ENSG00000144908	ALDH1L1	Gene	
ENSG00000198019	FCGR1B	Gene	
ENSG00000117525	F3	Gene	
ENSG00000114013	CD86	Gene	
ENSG00000113161	HMGCR	Gene	
ENSG00000118402	ELOVL4	Gene	
ENSG00000169710	FASN	Gene	
ENSG00000159164	SV2A	Gene	
ENSG00000186038	HTR3E	Gene	
ENSG00000180739	S1PR5	Gene	
ENSG00000275163	KCNMB2	Gene	
ENSG00000149124	GLYAT	Gene	
ENSG00000129538	RNASE1	Gene	
ENSG00000126267	COX6B1	Gene	
ENSG00000141401	IMPA2	Gene	
ENSG00000126266	FFAR1	Gene	
ENSG00000167535	CACNB3	Gene	
ENSG00000166206	GABRB3	Gene	
ENSG00000125384	PTGER2	Gene	
ENSG00000126231	PROZ	Gene	
ENSG00000213722	DDAH2	Gene	
ENSG00000146085	MUT	Gene	
ENSG00000175166	PSMD2	Gene	
ENSG00000235712	RXRB	Gene	
ENSG00000179761	PIPOX	Gene	
ENSG00000198049	AVPR1B	Gene	
ENSG00000235715	PSMB8	Gene	
ENSG00000115138	POMC	Gene	
ENSG00000164270	HTR4	Gene	
ENSG00000240065	PSMB9	Gene	
ENSG00000137364	TPMT	Gene	
ENSG00000082175	PGR	Gene	
ENSG00000143811	PYCR2	Gene	
ENSG00000188488	SERPINA5	Gene	
ENSG00000167780	SOAT2	Gene	
ENSG00000231116	VARS	Gene	
ENSG00000180509	KCNE1	Gene	
ENSG00000129749	CHRNA10	Gene	
ENSG00000048052	HDAC9	Gene	
ENSG00000084110	HAL	Gene	
ENSG00000128655	PDE11A	Gene	
ENSG00000169967	MAP3K2	Gene	
ENSG00000178445	GLDC	Gene	
ENSG00000179776	CDH5	Gene	
ENSG00000105329	TGFB1	Gene	
ENSG00000004948	CALCR	Gene	
ENSG00000150337	FCGR1A	Gene	
ENSG00000120937	NPPB	Gene	
ENSG00000242252	BGLAP	Gene	
ENSG00000154930	ACSS1	Gene	
ENSG00000066926	FECH	Gene	
ENSG00000167552	TUBA1A	Gene	
ENSG00000230279	LTA	Gene	
ENSG00000186297	GABRA5	Gene	
ENSG00000158296	SLC13A3	Gene	
ENSG00000230034	PSMB8	Gene	
ENSG00000147168	IL2RG	Gene	
ENSG00000124067	SLC12A4	Gene	
ENSG00000102057	KCND1	Gene	
ENSG00000179546	HTR1D	Gene	
ENSG00000180772	AGTR2	Gene	
ENSG00000182718	ANXA2	Gene	
ENSG00000097007	ABL1	Gene	
ENSG00000130956	HABP4	Gene	
ENSG00000120903	CHRNA2	Gene	
ENSG00000120907	ADRA1A	Gene	
ENSG00000204394	VARS	Gene	
ENSG00000138435	CHRNA1	Gene	
ENSG00000117971	CHRNB4	Gene	
ENSG00000167325	RRM1	Gene	
ENSG00000228128	DDAH2	Gene	
ENSG00000168412	MTNR1A	Gene	
ENSG00000159131	GART	Gene	
ENSG00000136011	STAB2	Gene	
ENSG00000165140	FBP1	Gene	
ENSG00000206338	CYP21A2	Gene	
ENSG00000164294	GPX8	Gene	
ENSG00000021826	CPS1	Gene	
ENSG00000126218	F10	Gene	
ENSG00000147155	EBP	Gene	
ENSG00000149575	SCN2B	Gene	
ENSG00000130707	ASS1	Gene	
ENSG00000276684	RDH13	Gene	
ENSG00000124275	MTRR	Gene	
ENSG00000140522	RLBP1	Gene	
ENSG00000102001	CACNA1F	Gene	
ENSG00000102230	PCYT1B	Gene	
ENSG00000178467	P4HTM	Gene	
ENSG00000141837	CACNA1A	Gene	
ENSG00000140505	CYP1A2	Gene	
ENSG00000076555	ACACB	Gene	
ENSG00000175198	PCCA	Gene	
ENSG00000138448	ITGAV	Gene	
ENSG00000112038	OPRM1	Gene	
ENSG00000204386	NEU1	Gene	
ENSG00000138685	FGF2	Gene	
ENSG00000159128	IFNGR2	Gene	
ENSG00000112033	PPARD	Gene	
ENSG00000204381	LAYN	Gene	
ENSG00000116874	WARS2	Gene	
ENSG00000065427	KARS	Gene	
ENSG00000110092	CCND1	Gene	
ENSG00000274276	CBS	Gene	
ENSG00000280949	PADI6	Gene	
ENSG00000230456	DDR1	Gene	
ENSG00000188257	PLA2G2A	Gene	
ENSG00000157184	CPT2	Gene	
ENSG00000110090	CPT1A	Gene	
ENSG00000118849	RARRES1	Gene	
ENSG00000232632	GABBR1	Gene	
ENSG00000127554	GFER	Gene	
ENSG00000166006	KCNC2	Gene	
ENSG00000140511	HAPLN3	Gene	
ENSG00000275365	MMP11	Gene	
ENSG00000140992	PDPK1	Gene	
ENSG00000241119	UGT1A9	Gene	
ENSG00000104687	GSR	Gene	
ENSG00000139988	RDH12	Gene	
ENSG00000205220	PSMB10	Gene	
ENSG00000204370	SDHD	Gene	
ENSG00000150540	HNMT	Gene	
ENSG00000151632	AKR1C2	Gene	
ENSG00000167346	MMP26	Gene	
ENSG00000166257	SCN3B	Gene	
ENSG00000165168	CYBB	Gene	
ENSG00000159593	NAE1	Gene	
ENSG00000159110	IFNAR2	Gene	
ENSG00000149311	ATM	Gene	
ENSG00000142920	AZIN2	Gene	
ENSG00000126432	PRDX5	Gene	
ENSG00000148229	POLE3	Gene	
ENSG00000180304	OAZ2	Gene	
ENSG00000160951	PTGER1	Gene	
ENSG00000168679	SLC16A4	Gene	
ENSG00000278843	MMP28	Gene	
ENSG00000274247	PRSS1	Gene	
ENSG00000101162	TUBB1	Gene	
ENSG00000160712	IL6R	Gene	
ENSG00000002726	AOC1	Gene	
ENSG00000160716	CHRNB2	Gene	
ENSG00000139514	SLC7A1	Gene	
ENSG00000151623	NR3C2	Gene	
ENSG00000206301	HLA-DQA2	Gene	
ENSG00000186090	HTR3D	Gene	
ENSG00000113389	NPR3	Gene	
ENSG00000136244	IL6	Gene	
ENSG00000137332	DDR1	Gene	
ENSG00000159348	CYB5R1	Gene	
ENSG00000152952	PLOD2	Gene	
ENSG00000117984	CTSD	Gene	
ENSG00000001630	CYP51A1	Gene	
ENSG00000168447	SCNN1B	Gene	
ENSG00000112294	ALDH5A1	Gene	
ENSG00000119912	IDE	Gene	
ENSG00000171848	RRM2	Gene	
ENSG00000171608	PIK3CD	Gene	
ENSG00000151617	EDNRA	Gene	
ENSG00000232414	CYP21A2	Gene	
ENSG00000146276	GABRR1	Gene	
ENSG00000231321	RXRB	Gene	
ENSG00000007171	NOS2	Gene	
ENSG00000100077	ADRBK2	Gene	
ENSG00000148218	ALAD	Gene	
ENSG00000149305	HTR3B	Gene	
ENSG00000243958	PSMB9	Gene	
ENSG00000105711	SCN1B	Gene	
ENSG00000105953	OGDH	Gene	
ENSG00000001626	CFTR	Gene	
ENSG00000148680	HTR7	Gene	
ENSG00000115758	ODC1	Gene	
ENSG00000243955	GSTA1	Gene	
ENSG00000113578	FGF1	Gene	
ENSG00000106804	C5	Gene	
ENSG00000151611	MMAA	Gene	
ENSG00000262473	GART	Gene	
ENSG00000113575	PPP2CA	Gene	
ENSG00000228321	TNF	Gene	
ENSG00000159339	PADI4	Gene	
ENSG00000136699	SMPD4	Gene	
ENSG00000008018	PSMB1	Gene	
ENSG00000109072	VTN	Gene	
ENSG00000149534	MS4A2	Gene	
ENSG00000090402	SI	Gene	
ENSG00000087245	MMP2	Gene	
ENSG00000006071	ABCC8	Gene	
ENSG00000123384	LRP1	Gene	
ENSG00000126895	AVPR2	Gene	
ENSG00000179115	FARSA	Gene	
ENSG00000237289	CKMT1B	Gene	
ENSG00000148672	GLUD1	Gene	
ENSG00000113327	GABRG2	Gene	
ENSG00000150995	ITPR1	Gene	
ENSG00000157388	CACNA1D	Gene	
ENSG00000158477	CD1A	Gene	
ENSG00000105707	HPN	Gene	
ENSG00000111142	METAP2	Gene	
ENSG00000228333	RXRB	Gene	
ENSG00000171873	ADRA1D	Gene	
ENSG00000111144	LTA4H	Gene	
ENSG00000171867	PRNP	Gene	
ENSG00000169313	P2RY12	Gene	
ENSG00000147100	SLC16A2	Gene	
ENSG00000128602	SMO	Gene	
ENSG00000100012	SEC14L3	Gene	
ENSG00000280908	PADI4	Gene	
ENSG00000168229	PTGDR	Gene	
ENSG00000275565	ALOX5	Gene	
ENSG00000177189	RPS6KA3	Gene	
ENSG00000185803	SLC52A2	Gene	
ENSG00000123360	PDE1B	Gene	
ENSG00000075239	ACAT1	Gene	
ENSG00000148660	CAMK2G	Gene	
ENSG00000147571	CRH	Gene	
ENSG00000105976	MET	Gene	
ENSG00000178035	IMPDH2	Gene	
ENSG00000151834	GABRA2	Gene	
ENSG00000096171	VARS	Gene	
ENSG00000134259	NGF	Gene	
ENSG00000114200	BCHE	Gene	
ENSG00000080824	HSP90AA1	Gene	
ENSG00000189171	S100A13	Gene	
ENSG00000230669	PSMB8	Gene	
ENSG00000169567	HINT1	Gene	
ENSG00000277956	MAPT	Gene	
ENSG00000205268	PDE7A	Gene	
ENSG00000102468	HTR2A	Gene	
ENSG00000237051	GABBR1	Gene	
ENSG00000182782	HCAR2	Gene	
ENSG00000183873	SCN5A	Gene	
ENSG00000160752	FDPS	Gene	
ENSG00000124212	PTGIS	Gene	
ENSG00000100030	MAPK1	Gene	
ENSG00000243989	ACY1	Gene	
ENSG00000090861	AARS	Gene	
ENSG00000104879	CKM	Gene	
ENSG00000206340	C4A	Gene	
ENSG00000073060	SCARB1	Gene	
ENSG00000136689	IL1RN	Gene	
ENSG00000262243	CES1	Gene	
ENSG00000229684	TUBB	Gene	
ENSG00000173826	KCNH6	Gene	
ENSG00000114670	NEK11	Gene	
ENSG00000174915	PTDSS2	Gene	
ENSG00000231526	HLA-DQA2	Gene	
ENSG00000113580	NR3C1	Gene	
ENSG00000167397	VKORC1	Gene	
ENSG00000152904	GGPS1	Gene	
ENSG00000171408	PDE7B	Gene	
ENSG00000006283	CACNA1G	Gene	
ENSG00000023839	ABCC2	Gene	
ENSG00000103546	SLC6A2	Gene	
ENSG00000145384	FABP2	Gene	
ENSG00000100033	PRODH	Gene	
ENSG00000123374	CDK2	Gene	
ENSG00000031698	SARS	Gene	
ENSG00000100031	GGT1	Gene	
